AltName02,ABV,ProductDesc01,Brand,ItemNumber,Type,,SubBrand,,AltName03,AltName04,AltName05,AltName06,AltName07,ItemSize,ItemSizeUom,CasePackQty,CasePackUom,Container,,,ProductDesc02,ProductBullet01,ProductBullet02,ProductBullet03,ProductBullet04,ProductBullet05,SurgeonGeneralWarning,ProductDisclaimerSparkling,HasProp65Ingredient,Prop65 text,ProductPlaceOfOrigin,CountryOfOrigin,SellingUnitWidth,SellingUnitDepth,SellingUnitHeight,DimensionUom,SellingUnitWeight,WeightUom,StorageTemperature,ExpirationType,ShelfLifeDays
"SVEDKA Blue Raspberry Vodka, 1.75 L Bottle, 70 Proof",35,"SVEDKA is an award-winning vodka made from the finest spring water and Swedish winter wheat, then distilled five times to remove impurities. Continuous distillation ensures that ingredients are constantly moving so the winter wheat, yeast, and water never stall or pool. With a pure, clear taste and crisp finish, dive in and discover full, bright berry flavors ending with a hard citrus crank with this delicious blend. It is smooth and easy drinking with a subtle, rounded sweetness that makes it perfect for mixing cocktails. Ideal for a Blue Heaven, SVEDKA Blue Raspberry has a balanced body that is an ideal addition to countless cocktail recipes.",SVEDKA,80056958,Spirits,,,,"SVEDKA Blue Raspberry Vodka, 1.75 L bottle, 70 Proof",Blue Raspberry Vodka 1.75L,"SVEDKA Blue Raspberry Vodka - 1.75L Bottle, 70 Proof",Blue Raspberry Vodka,"Blue Raspberry Vodka, 70 Proof",1.75,L,1,,Bottle,,,SVEDKA is an award-winning vodka distilled five times to remove impurities. SVEDKA Blue Raspberry Vodka has berry flavors ending with a hard citrus crank. Ideal addition to countless cocktail recipes.,"Full, bright berry flavors ending with a hard citrus crank","Smooth and easy drinking with a subtle, rounded sweetness",Ideal for a Blue Heaven and countless cocktail recipes,Made from the finest spring water and Swedish winter wheat,Distilled five times to remove impurities,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Sweden,Sweden,4.3,4.3,12.65,Inches,6.26,Pounds,Ambient: Room Temperature,Shelf Life,1095
"SVEDKA Blue Raspberry Vodka, 750 mL Bottle, 70 Proof",35,"SVEDKA is an award-winning vodka made from the finest spring water and Swedish winter wheat, then distilled five times to remove impurities. Continuous distillation ensures that ingredients are constantly moving so the winter wheat, yeast, and water never stall or pool. With a pure, clear taste and crisp finish, dive in and discover full, bright berry flavors ending with a hard citrus crank with this delicious blend. It is smooth and easy drinking with a subtle, rounded sweetness that makes it perfect for mixing cocktails. Ideal for a Blue Heaven, SVEDKA Blue Raspberry has a balanced body that is an ideal addition to countless cocktail recipes.",SVEDKA,80056961,Spirits,,,,"SVEDKA Blue Raspberry Vodka, 750 mL bottle, 70 Proof",Blue Raspberry Vodka 750mL,"SVEDKA Blue Raspberry Vodka - 750mL Bottle, 70 Proof",Blue Raspberry Vodka,"Blue Raspberry Vodka, 70 Proof",750,mL,1,,Bottle,,,SVEDKA is an award-winning vodka distilled five times to remove impurities. SVEDKA Blue Raspberry Vodka has berry flavors ending with a hard citrus crank. Ideal addition to countless cocktail recipes.,"Full, bright berry flavors ending with a hard citrus crank","Smooth and easy drinking with a subtle, rounded sweetness",Ideal for a Blue Heaven and countless cocktail recipes,Made from the finest spring water and Swedish winter wheat,Distilled five times to remove impurities,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Sweden,Sweden,3.09,3.09,10.96,Inches,2.85,Pounds,Ambient: Room Temperature,Shelf Life,1095
"SVEDKA Blue Raspberry Vodka, 50 mL Plastic Bottle, 70 Proof",35,"SVEDKA is an award-winning vodka made from the finest spring water and Swedish winter wheat, then distilled five times to remove impurities. Continuous distillation ensures that ingredients are constantly moving so the winter wheat, yeast, and water never stall or pool. With a pure, clear taste and crisp finish, dive in and discover full, bright berry flavors ending with a hard citrus crank with this delicious blend. It is smooth and easy drinking with a subtle, rounded sweetness that makes it perfect for mixing cocktails. Ideal for a Blue Heaven, SVEDKA Blue Raspberry has a balanced body that is an ideal addition to countless cocktail recipes.",SVEDKA,80056963,Spirits,,,,"SVEDKA Blue Raspberry Vodka, 50 mL plastic bottle, 70 Proof",Blue Raspberry Vodka 50mL,"SVEDKA Blue Raspberry Vodka - 50mL Plastic Bottle, 70 Proof",Blue Raspberry Vodka,"Blue Raspberry Vodka, 70 Proof",50,mL,1,,Bottle,,,SVEDKA is an award-winning vodka distilled five times to remove impurities. SVEDKA Blue Raspberry Vodka has berry flavors ending with a hard citrus crank. Ideal addition to countless cocktail recipes.,"Full, bright berry flavors ending with a hard citrus crank","Smooth and easy drinking with a subtle, rounded sweetness",Ideal for a Blue Heaven and countless cocktail recipes,Made from the finest spring water and Swedish winter wheat,Distilled five times to remove impurities,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Sweden,Sweden,1.28,1.28,4.18,Inches,0.15,Pounds,Ambient: Room Temperature,Shelf Life,1095
"Paul Masson Grande Amber VS Brandy, 100 mL Bottle, 80 Proof",40,"Crafted with over 100 years of knowledge, aged in Oak barrels, Paul Masson VS is an award-winning favorite. This 80-proof brandy is aged in oak barrels for three years - one year longer than required of traditional brandies. The additional ageing of our product results in a greater overall brandy character and complexity than traditional brandies. Enjoy the smooth taste of Paul Masson Grande Amber VS Brandy, with a rich amber glow and slightly sweet taste profile featuring notes of caramel and vanilla. With a balanced body that is a perfect addition to countless cocktail recipes, ideal for a Mango Colada.",Paul Masson Grande Amber,80054408,Spirits,,VS,,"Paul Masson Grande Amber VS Brandy, 100 mL bottle, 80 Proof",VS Brandy 100mL,"Paul Masson Grande Amber VS Brandy - 100mL Bottle, 80 Proof",VS Brandy,"VS Brandy, 80 Proof",100,mL,1,,Bottle,,,Paul Masson Grande Amber VS Brandy has a rich amber glow and slightly sweet taste profile featuring notes of caramel and vanilla. It has a balanced body that is a perfect addition to cocktail recipes.,Features notes of caramel and vanilla,A rich amber glow and slightly sweet taste profile,A perfect addition to cocktail recipes,Aged in oak barrels for three years,80-proof,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,2.05,1.15,5.0,Inches,0.29,Pounds,Ambient: Room Temperature,Shelf Life,720
"Paul Masson Grande Amber Red Berry Brandy, 1.75 L Bottle, 54 Proof",27,"Crafted with over 100 years of knowledge, aged in oak barrels, Paul Masson Brandy is an award-winning favorite. From the oak-aging process to the care in selecting only the finest grapes, this 54-proof brandy upholds the illustrious heritage of Paul Masson. The additional aging results in a greater overall brandy character and complexity than traditional brandies. With a rich amber glow and slightly sweet taste profile, Grande Amber Red Berry is a delectable fusion of smooth-tasting brandy and the flavor of ripe red berries. With a balanced body that is a perfect addition to countless cocktail recipes, ideal for a Peach Berry Cocktail.",Paul Masson Grande Amber,80055744,Spirits,,,,"Paul Masson Grande Amber Red Berry Brandy, 1.75 L bottle, 54 Proof",Red Berry Brandy 1.75L,"Paul Masson Grande Amber Red Berry Brandy - 1.75L Bottle, 54 Proof",Red Berry Brandy,"Red Berry Brandy, 54 Proof",1.75,L,1,,Bottle,,,Grande Amber Red Berry is a delectable fusion of smooth-tasting Paul Masson brandy and the flavor of ripe red berries. It has a balanced body that is a perfect addition to countless cocktail recipes.,Flavors of ripe red berries,A rich amber glow and slightly sweet taste profile,"Perfect addition to countless cocktail recipes, ideal for a Peach Berry Cocktail",Aged in oak barrels,54-proof,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,4.7,4.7,13.06,Inches,6.43,Pounds,Ambient: Room Temperature,Shelf Life,720
"Casa Noble Crystal Joven Tequila, 750 mL Bottle, 102 Proof",51,"Casa Noble nurtures and harvests 100% Blue Weber agave in the rich, volcanic soil of Jalisco, Mexico for a consistently smooth flavor with unique characteristics and aromatic essences. Notes of earthy, rich cooked agave pair perfectly with sweet floral and tropical fruit notes. These 102-proof fine tequilas are produced in small batches, triple distilled, and certified organic for ultra-premium, limited-run tequila that is truly one of a kind. Ideal for a Margarita, Casa Noble Tequila has a balanced body that is a perfect addition to countless cocktail recipes.",Casa Noble,80026617,Spirits,,Crystal,,"Casa Noble Crystal Joven Tequila, 750 mL bottle, 102 Proof",Crystal Joven Tequila 750mL,"Casa Noble Crystal Joven Tequila - 750mL Bottle, 102 Proof",Crystal Joven Tequila,"Crystal Joven Tequila, 102 Proof",750,mL,1,,Bottle,,,"Casa Noble Crystal Joven Tequila has notes of earthy, rich cooked agave paired with sweet floral and tropical fruit notes. Ideal for a Margarita, it is a perfect addition to cocktail recipes.","Earthy, rich cooked agave pairs with sweet floral and tropical fruit notes",Consistently smooth flavor with unique characteristics and aromatic essences,"Ideal for a Margarita, perfect addition to countless cocktail recipes","From 100% Blue Weber agave in the rich, volcanic soil of Jalisco, Mexico","102-proof, produced in small batches, triple distilled, and certified organic","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Mexico,Mexico,4.45,4.45,8.15,Inches,3.76,Pounds,Ambient: Room Temperature,Shelf Life,9999
"Casa Noble Reposado Tequila, 750 mL Bottle, 80 Proof",40,"Casa Noble nurtures and harvests 100% Blue Weber agave in the rich, volcanic soil of Jalisco, Mexico for a consistently smooth flavor with unique characteristics and aromatic essences. Aromas of vanilla, lemongrass, and floral notes are balanced with flavors of sweet cooked agave and toasted oak in this smooth, sensuous, and full-bodied reposado tequila. These 80-proof fine tequilas are produced in small batches, triple distilled, and certified organic for ultra-premium, limited-run tequila that is truly one of a kind. This tequila is aged for 364 days in French white oak barrels compared to other reposados that are aged for four to six months. Ideal for a Margarita, Casa Noble Tequila has a balanced body that is a perfect addition to countless cocktail recipes.",Casa Noble,80026623,Spirits,,Reposado,,"Casa Noble Reposado Tequila, 750 mL bottle, 80 Proof",Reposado Tequila 750mL,"Casa Noble Reposado Tequila - 750mL Bottle, 80 Proof",Reposado Tequila,"Reposado Tequila, 80 Proof",750,mL,1,,Bottle,,,"Casa Noble Reposado Tequila has aromas of vanilla, lemongrass, and floral notes. It is balanced with flavors of sweet cooked agave and toasted oak in this smooth, sensuous, and full-bodied tequila.",Flavors of sweet cooked agave and toasted oak,"Balanced with aromas of vanilla, lemongrass, and floral notes","Ideal for a Margarita, perfect addition to countless cocktail recipes","From 100% Blue Weber agave in the rich, volcanic soil of Jalisco, Mexico","80-proof, produced in small batches, triple distilled, and certified organic","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Mexico,Mexico,4.45,4.45,8.15,Inches,3.42,Pounds,Ambient: Room Temperature,Shelf Life,9999
"Casa Noble Crystal Tequila, 750 mL Bottle, 80 Proof",40,"Casa Noble nurtures and harvests 100% Blue Weber agave in the rich, volcanic soil of Jalisco, Mexico for a consistently smooth flavor with unique characteristics and aromatic essences. The clean, crisp taste of this blanco tequila celebrates the fresh flavor of the noble Blue Weber agave. Enticing aromas set the palate for flavors of honey, buttery-sweet cooked agave, and a hint of citrus. These 80-proof fine tequilas are produced in small batches, triple distilled, and certified organic for ultra-premium, limited-run tequila that is truly one of a kind. Ideal for a Margarita, Casa Noble Tequila has a balanced body that is a perfect addition to countless cocktail recipes.",Casa Noble,80026620,Spirits,,Crystal,,"Casa Noble Crystal Tequila, 750 mL bottle, 80 Proof",Crystal Tequila 750mL,"Casa Noble Crystal Tequila - 750mL Bottle, 80 Proof",Crystal Tequila,"Crystal Tequila, 80 Proof",750,mL,1,,Bottle,,,"Casa Noble Crystal Tequila has a clean, crisp taste that celebrates the fresh flavor of Blue Weber agave. Enticing aromas of honey, buttery-sweet cooked agave, and a hint of citrus.","Flavors of honey, buttery-sweet cooked agave, and a hint of citrus",Consistently smooth flavor with unique characteristics and aromatic essences,"Ideal for a Margarita, perfect addition to countless cocktail recipes","From 100% Blue Weber agave in the rich, volcanic soil of Jalisco, Mexico","80-proof, produced in small batches, triple distilled, and certified organic","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Mexico,Mexico,4.13,4.13,8.2,Inches,3.42,Pounds,Ambient: Room Temperature,Shelf Life,9999
"Casa Noble Anejo Single Barrel Tequila, 750 mL Bottle, 80 Proof",40,"Casa Noble nurtures and harvests 100% Blue Weber agave in the rich, volcanic soil of Jalisco, Mexico for a consistently smooth flavor with unique characteristics and aromatic essences. Aged for a full two years in French white oak barrels, the complex aromas of dried fruits and spice complement flavors of toasted oak, butterscotch, and vanilla in this acclaimed anejo. These fine 80-proof tequilas are produced in small batches, triple distilled, and certified organic for ultra-premium, limited-run tequila that is truly one of a kind. Ideal for making a Margarita, Casa Noble Tequila has a balanced body that is a perfect addition to countless cocktail recipes.",Casa Noble,80026616,Spirits,,Anejo Single Barrel,,"Casa Noble Anejo Single Barrel Tequila, 750 mL bottle, 80 Proof",Anejo Single Barrel Tequila 750mL,"Casa Noble Anejo Single Barrel Tequila - 750mL Bottle, 80 Proof",Anejo Single Barrel Tequila,"Anejo Single Barrel Tequila, 80 Proof",750,mL,1,,Bottle,,,"Aged for a full two years in French white oak barrels, the aromas of dried fruits and spice complement flavors of toasted oak, butterscotch, and vanilla in this Casa Noble Anejo Single Barrel Tequila.","Flavors of toasted oak, butterscotch, and vanilla",Complex aromas of dried fruits and spice,"Ideal for a Margarita, perfect addition to countless cocktail recipes","From 100% Blue Weber agave in the rich, volcanic soil of Jalisco, Mexico","80-proof, produced in small batches, triple distilled, and certified organic","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Mexico,Mexico,4.53,4.53,8.23,Inches,3.86,Pounds,Ambient: Room Temperature,Shelf Life,9999
"Casa Noble Reposado Single Barrel Tequila, 750 mL Bottle, 80 Proof",40,"Casa Noble nurtures and harvests 100% Blue Weber agave in the rich, volcanic soil of Jalisco, Mexico for a consistently smooth flavor with unique characteristics and aromatic essences. Aromas of vanilla, lemongrass, and floral notes are balanced with flavors of sweet cooked agave and toasted oak in this smooth, sensuous, and full-bodied reposado tequila. These 80-proof fine tequilas are produced in small batches, triple distilled, and certified organic for ultra-premium, limited-run tequila that is truly one of a kind. Ideal for a Margarita, Casa Noble Tequila has a balanced body that is a perfect addition to countless cocktail recipes.",Casa Noble,80026625,Spirits,,Reposado Single Barrel,,"Casa Noble Reposado Single Barrel Tequila, 750 mL bottle, 80 Proof",Reposado Single Barrel Tequila 750mL,"Casa Noble Reposado Single Barrel Tequila - 750mL Bottle, 80 Proof",Reposado Single Barrel Tequila,"Reposado Single Barrel Tequila, 80 Proof",750,mL,1,,Bottle,,,"Casa Noble Reposado Single Barrel Tequila has aromas of vanilla, lemongrass, and floral notes balanced with flavors of sweet cooked agave and toasted oak. Ideal for a Margarita.",Flavors of sweet cooked agave and toasted oak,"Balanced with aromas of vanilla, lemongrass, and floral notes","Ideal for a Margarita, perfect addition to countless cocktail recipes","From 100% Blue Weber agave in the rich, volcanic soil of Jalisco, Mexico","80-proof, produced in small batches, triple distilled, and certified organic","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Mexico,Mexico,4.53,4.53,8.23,Inches,3.86,Pounds,Ambient: Room Temperature,Shelf Life,9999
"McMaster's Canadian Whisky, 1.75 L Plastic Bottle, 80 Proof",40,"Crafted in Canada, McMaster's Canadian Whisky is made from a blend of the finest whiskies. The use of only the finest ingredients gives McMaster's Canadian Whisky a distinctive, smooth taste. Aged three years, its polished, light taste makes it the perfect base for a classic cocktail calling for a Canadian whisky. This 80-proof whisky is the perfect base for a Montreal Mule or a classic cocktail.",McMaster's,58055,Spirits,,,,"McMaster's Canadian Whisky, 1.75 L plastic bottle, 80 Proof",Canadian Whisky 1.75L,"McMaster's Canadian Whisky - 1.75L Plastic Bottle, 80 Proof",Canadian Whisky,"Canadian Whisky, 80 Proof",1.75,L,1,,Bottle,,,"Crafted in Canada, McMaster's Canadian Whisky is made from a blend of the finest whiskies. Aged 3 years, its polished, light taste makes it a perfect base for a classic cocktail or a Montreal Mule.",The finest ingredients gives the whiskey a smooth taste,"Distinct, polished, light taste","The perfect base for a Montreal Mule, or a classic cocktail",Crafted in Canada,"80-proof, aged three years","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Canada,United States,4.47,4.47,12.4,Inches,4.08,Pounds,Ambient: Room Temperature,Shelf Life,9999
"Casa Noble Crystal Tequila, 375 mL Bottle, 80 Proof",40,"Casa Noble nurtures and harvests 100% Blue Weber agave in the rich, volcanic soil of Jalisco, Mexico for a consistently smooth flavor with unique characteristics and aromatic essences. The clean, crisp taste of this blanco tequila celebrates the fresh flavor of the noble Blue Weber agave. Enticing aromas set the palate for flavors of honey, buttery-sweet cooked agave, and a hint of citrus. These 80-proof fine tequilas are produced in small batches, triple distilled, and certified organic for ultra-premium, limited-run tequila that is truly one of a kind. Ideal for a Margarita, Casa Noble Tequila has a balanced body that is a perfect addition to countless cocktail recipes.",Casa Noble,80026622,Spirits,,Crystal,,"Casa Noble Crystal Tequila, 375 mL bottle, 80 Proof",Crystal Tequila 375mL,"Casa Noble Crystal Tequila - 375mL Bottle, 80 Proof",Crystal Tequila,"Crystal Tequila, 80 Proof",375,mL,1,,Bottle,,,"Casa Noble Crystal Tequila has a clean, crisp taste that celebrates the fresh flavor of Blue Weber agave. Enticing aromas of honey, buttery-sweet cooked agave, and a hint of citrus.","Flavors of honey, buttery-sweet cooked agave, and a hint of citrus",Consistently smooth flavor with unique characteristics and aromatic essences,"Ideal for a Margarita, perfect addition to countless cocktail recipes","From 100% Blue Weber agave in the rich, volcanic soil of Jalisco, Mexico","80-proof, produced in small batches, triple distilled, and certified organic","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Mexico,Mexico,3.33,3.33,6.5,Inches,1.79,Pounds,Ambient: Room Temperature,Shelf Life,9999
"Casa Noble Reposado Tequila, 375 mL Bottle, 80 Proof",40,"Casa Noble nurtures and harvests 100% Blue Weber agave in the rich, volcanic soil of Jalisco, Mexico for a consistently smooth flavor with unique characteristics and aromatic essences. Aromas of vanilla, lemongrass, and floral notes are balanced with flavors of sweet cooked agave and toasted oak in this smooth, sensuous, and full-bodied reposado tequila. These 80-proof fine tequilas are produced in small batches, triple distilled, and certified organic for ultra-premium, limited-run tequila that is truly one of a kind. Ideal for a Margarita, Casa Noble Tequila has a balanced body that is a perfect addition to countless cocktail recipes.",Casa Noble,80026630,Spirits,,Reposado,,"Casa Noble Reposado Tequila, 375 mL bottle, 80 Proof",Reposado Tequila 375mL,"Casa Noble Reposado Tequila - 375mL Bottle, 80 Proof",Reposado Tequila,"Reposado Tequila, 80 Proof",375,mL,1,,Bottle,,,"Casa Noble Reposado Tequila has aromas of vanilla, lemongrass, and floral notes. It is balanced with flavors of sweet cooked agave and toasted oak in this smooth, sensuous, and full-bodied tequila.",Flavors of sweet cooked agave and toasted oak,"Balanced with aromas of vanilla, lemongrass, and floral notes","Ideal for a Margarita, perfect addition to countless cocktail recipes","From 100% Blue Weber agave in the rich, volcanic soil of Jalisco, Mexico","80-proof, produced in small batches, triple distilled, and certified organic","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Mexico,Mexico,3.54,3.54,6.5,Inches,1.79,Pounds,Ambient: Room Temperature,Shelf Life,9999
"Casa Noble Anejo Tequila, 375 mL Bottle, 80 Proof",40,"Casa Noble nurtures and harvests 100% Blue Weber agave in the rich, volcanic soil of Jalisco, Mexico for a consistently smooth flavor with unique characteristics and aromatic essences. Aged for a full two years in French white oak barrels, the complex aromas of dried fruits and spice complement flavors of toasted oak, butterscotch, and vanilla in this acclaimed anejo. These 80-proof fine tequilas are produced in small batches, triple distilled, and certified organic for ultra-premium, limited-run tequila that is truly one of a kind. Ideal for a Margarita, Casa Noble Tequila has a balanced body that is a perfect addition to countless cocktail recipes.",Casa Noble,80026618,Spirits,,Anejo,,"Casa Noble Anejo Tequila, 375 mL bottle, 80 Proof",Anejo Tequila 375mL,"Casa Noble Anejo Tequila - 375mL Bottle, 80 Proof",Anejo Tequila,"Anejo Tequila, 80 Proof",375,mL,1,,Bottle,,,"Casa Noble Anejo Tequila is aged for a full two years in French white oak barrels, the complex aromas of dried fruits and spice complement flavors of toasted oak, butterscotch, and vanilla.","Flavors of toasted oak, butterscotch, and vanilla",Complex aromas of dried fruits and spice,"Ideal for a Margarita, perfect addition to countless cocktail recipes","From 100% Blue Weber agave in the rich, volcanic soil of Jalisco, Mexico","80-proof, produced in small batches, triple distilled, and certified organic","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Mexico,Mexico,3.54,3.54,6.5,Inches,1.83,Pounds,Ambient: Room Temperature,Shelf Life,9999
"High West Double Rye Whiskey, 750 mL Bottle, 92 Proof",46,"High West is Utah’s first distillery, born in 1879. High West Double Rye! combines a young, spicy 2-year-old rye whiskey with a smooth 16-year-old for a spirited flavor with a caramel sweetness and woody vanilla richness to calm the ""bite."" This fine 92-proof whiskey blends straight ryes aged from 2 to 16 years in charred white oak barrels. The flavor features rye spices up front, then menthol, mint, eucalyptus, and herbal tea with wildflower honey underneath, gradually sweetening through the finish. Ideal for a Manhattan, High West whiskey has a balanced body that is an ideal addition to countless cocktail recipes.",High West,80064417,Spirits,,Double Rye,,"High West Double Rye Whiskey, 750 mL bottle, 92 Proof",Double Rye Whiskey 750mL,"High West Double Rye Whiskey - 750mL Bottle, 92 Proof",Double Rye Whiskey,"Double Rye Whiskey, 92 Proof",750,mL,1,,Bottle,,,"High West is Utah’s first distillery, born in 1879. High West Double Rye combines a spicy 2-year-old rye whiskey with a smooth 16-year-old for a flavor of caramel sweetness and woody vanilla richness.","Flavor features rye spices up front, then menthol, mint, eucalyptus, and herbal tea","Wildflower honey underneath, gradually sweetening through the finish",Ideal for a Manhattan or as an addition to countless cocktail recipes,Blends straight ryes aged from 2 to 16 years in charred white oak barrels,92-proof,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Utah,United States,3.0,3.0,13.5,Inches,3.5,Pounds,Ambient: Room Temperature,Shelf Life,3650
"High West Double Rye Whiskey, 375 mL Bottle, 92 Proof",46,"High West is Utah’s first distillery, born in 1879. High West Double Rye! combines a young, spicy 2-year-old rye whiskey with a smooth 16-year-old for a spirited flavor with a caramel sweetness and woody vanilla richness to calm the ""bite."" This fine 92-proof whiskey blends straight ryes aged from 2 to 16 years in charred white oak barrels. The flavor features rye spices up front, then menthol, mint, eucalyptus, and herbal tea with wildflower honey underneath, gradually sweetening through the finish. Ideal for a Manhattan, High West whiskey has a balanced body that is an ideal addition to countless cocktail recipes.",High West,80064418,Spirits,,Double Rye,,"High West Double Rye Whiskey, 375 mL bottle, 92 Proof",Double Rye Whiskey 375mL,"High West Double Rye Whiskey - 375mL Bottle, 92 Proof",Double Rye Whiskey,"Double Rye Whiskey, 92 Proof",375,mL,1,,Bottle,,,"High West is Utah’s first distillery, born in 1879. High West Double Rye combines a spicy 2-year-old rye whiskey with a smooth 16-year-old for a flavor of caramel sweetness and woody vanilla richness.","Flavor features rye spices up front, then menthol, mint, eucalyptus, and herbal tea","Wildflower honey underneath, gradually sweetening through the finish",Ideal for a Manhattan or as an addition to countless cocktail recipes,Blends straight ryes aged from 2 to 16 years in charred white oak barrels,92-proof,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Utah,United States,2.5,2.5,10.5,Inches,2.13,Pounds,Ambient: Room Temperature,Shelf Life,3650
"High West Rendezvous Rye Whiskey, 750 mL Bottle, 92 Proof",46,"High West is Utah’s first distillery, born in 1879.  High West Rendezvous Rye Barrel Select Whiskey 92-proof is an extra aged, higher proofed, single barrel version of High West's standard Rendezvous Rye Whiskey. Traditional High West Rendezvous Rye whiskey blends older straight ryes aged from 5 to 19 years in charred white oak barrels, with the Barrel Select aged for 19 additional months. High West's flagship whiskey with a high rye content and uncompromised flavor.  The flavor is very spicy with notes of cinnamon, vanilla, caramel, molasses, and candied fruit. Ideal for a Manhattan, High West whiskey has a balanced body that is an ideal addition to countless cocktail recipes.",High West,80064420,Spirits,,Rendezvous Rye,,"High West Rendezvous Rye Whiskey, 750 mL bottle, 92 Proof",Rendezvous Rye Whiskey 750mL,"High West Rendezvous Rye Whiskey - 750mL Bottle, 92 Proof",Rendezvous Rye Whiskey,"Rendezvous Rye Whiskey, 92 Proof",750,mL,1,,Bottle,,,"High West Rendezvous Rye Barrel Select Whiskey 92-proof is very spicy with notes of cinnamon, vanilla, caramel, molasses, and candied fruit. An ideal addition to countless cocktail recipes.",High West's flagship whiskey with a high rye content and uncompromised flavor,"Spicy flavor with notes of cinnamon, vanilla, caramel, molasses, and candied fruit",Ideal for a Manhattan or as an addition to countless cocktail recipes,"An extra aged, higher-proofed, single barrel version of High West's standard whiskey",92-proof,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Utah,United States,3.0,3.0,13.5,Inches,3.5,Pounds,Ambient: Room Temperature,Shelf Life,3650
