name,ProductDesc01,ABV,Brand,ItemNumber,Type,,SubBrand,,AltName03,AltName04,AltName05,AltName06,AltName07,ItemSize,ItemSizeUom,CasePackQty,CasePackUom,Container,,,ProductDesc02,ProductBullet01,ProductBullet02,ProductBullet03,ProductBullet04,ProductBullet05,SurgeonGeneralWarning,ProductDisclaimerSparkling,HasProp65Ingredient,Prop65 text,ProductPlaceOfOrigin,CountryOfOrigin,SellingUnitWidth,SellingUnitDepth,SellingUnitHeight,DimensionUom,SellingUnitWeight,WeightUom,StorageTemperature,ExpirationType,ShelfLifeDays
"The Velvet Devil Merlot, Charles Smith Wines, Red Wine, 750 mL Bottle","The Washington State appellation is growing in popularity due to its unique characteristics. Washington State is the second-largest premium wine producer in the United States. In 2006, Charles Smith created Charles Smith Wines: The Modernist Project, which centers around the trend that most people generally consume wine without delay. The Velvet Devil Merlot is fresh, vivid, and appealing, with floral overtones around a polished core of currant. This merlot tastes of pure velvet, deep and delicious black fruit, cedar, tobacco, and oasis. Pairs well with burgers, grilled steak, and bacon. Varietal: 89% merlot, 10% cabernet sauvignon, and 1% malbec.",13.5,The Velvet Devil,80060069,Wine,,,,"The Velvet Devil Merlot, Charles Smith Wines, Red Wine, 750 mL bottle",Merlot Wine 750mL,"The Velvet Devil Merlot, Charles Smith Wines, Red Wine - 750mL Bottle",Merlot Red Wine,Merlot Red Wine,750,mL,1,,Bottle,,,"Charles Smith The Velvet Devil is fresh and appealing, with floral overtones around a core of currant. Tastes of delicious black fruit, cedar and tobacco. This red wine pairs with burgers and steaks.","Fresh and appealing, with floral overtones around a polished core of currant","Tastes of pure velvet, delicious black fruit, cedar, tobacco, and oasis","Pairs well with burgers, grilled steak, and bacon",Appellation: Washington State,"Varietal: 89% merlot, 10% cabernet sauvignon, 1% malbec","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Washington,United States,2.92,2.92,11.89,Inches,2.7800000000000002,Pounds,Ambient: Room Temperature,Shelf Life,365
"Band Of Roses Rose, Charles Smith Wines, Blush Wine, 750 mL Bottle","The Washington State appellation is growing in popularity due to its unique characteristics. Washington State is the second-largest premium wine producer in the United States. In 2006, Charles Smith created Charles Smith Wines: The Modernist Project, which centers around the trend that most people generally consume wine without delay. Charles Smith 2017 Band of Roses rosé is pink in color, yet plush in texture with delicate fruit and floral notes. Aromas of pure, vibrant, fresh, penetrating perfume give way to tastes of lilac, guava, tangerine, and passion fruit. This pinot gris wine pairs well with an avocado breakfast burrito, goat cheese, and an arugula salad. Varietal: 100% pinot gris.",12.5,Band Of Roses,80066012,Wine,,,,"Band Of Roses Rose, Charles Smith Wines, Blush Wine, 750 mL bottle",Rose Wine 750mL,"Band Of Roses Rose, Charles Smith Wines, Blush Wine - 750mL Bottle",Rose Blush Wine,Rose Blush Wine,750,mL,1,,Bottle,,,"Charles Smith Band of Roses rosé is pink in color, yet plush in texture with delicate fruit and floral notes. This pinot gris wine pairs well with an avocado breakfast burrito and an arugula salad.","Aromas of pure, vibrant, fresh, penetrating perfume","Tastes of lilac, guava, tangerine, and passion fruit","Pairs well with an avocado breakfast burrito, goat cheese, and an arugula salad",Appellation: Washington State,Varietal: 100% pinot gris,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,Washington,United States,3.2,3.2,11.63,Inches,2.89,Pounds,Ambient: Room Temperature,Shelf Life,548
"J. Roget Spumante, White Sparkling Wine, 187 mL Bottle","J Roget Spumante American sparkling wine is a beautiful straw color. 100% stainless steel tanks are used for the base wine and then secondary fermentation takes place in the Charmat tanks. This process preserves the fruit character, making a fresher, more flavorful wine. This American sparkling wine is medium-dry with crisp fruit flavors. The aromas of apple and pear are balanced with a bouquet of toasty yeast notes and floral nuances. This sparkling wine is sweet with outstanding fruit flavor and a long smooth finish. Blends beautifully into full-flavored cocktails. Alcohol 9.5%.",9.5,J. Roget,80060483,Wine,,,,"J. Roget Spumante, White Sparkling Wine, 187 mL bottle",Spumante Wine 187mL,"J. Roget Spumante, White Wine - 187mL Bottle",Sparkling Spumante White Wine,Spumante White Sparkling Wine,187,mL,1,,Bottle,,,J. Roget Spumante Sparkling Wine is medium-dry with crisp fruit flavors. The aromas of apple and pear are balanced with a bouquet of toasty yeast notes and floral nuances.,"Medium-dry with crisp fruit flavors, sweet with a smooth finish","Aromas of apple and pear, toasty yeast notes and floral nuances",Blends beautifully into full-flavored cocktails,"100% stainless steel tanks for base wine, secondary fermentation in Charmat tanks",Alcohol 9.5%,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.","SPARKLING WARNING: BE CAREFUL! Point bottle away from self and others to avoid serious eye injury.  Stopper may eject forcefully while you are removing the hood or at any time after hood removal.  Bottle contains high pressure which increases with warmth or shaking.  To open: (1) chill well, (2) do not shake, (3) point bottle away from self and others, (4) remove hood, (5) twist stopper out slowly by hand.  NEVER use a cork remover or reinsert stopper.",false,,United States,United States,2.19,2.19,7.5,Inches,0.99,Pounds,Ambient: Room Temperature,Shelf Life,243
"Ravenswood Old Hill Vineyard Zinfandel, Red Wine, 750 mL Bottle","Ravenswood wines capture the spirit of California’s Sonoma Valley appellation best growing regions and the popular Vintners Blend bottlings sourced from vineyards throughout California. Ravenswood strives to put what is picked from the fields right into the bottle. From Dry Creek, north of Healdsburg to the edge of the bay of the Carneros Valley, founder Joel Peterson has forged strong bonds with a cadre of grape growers who share Ravenswood's commitment and stubborn independence. Aged 19 months in French oak barrels, this zinfandel is refined and reserved yet assertive. It displays aromas of red fruit, dried flowers, anise, and bramble spice. It as firm but very fine tannins, leading to a long enjoyable finish and terrific aging potential. Varietal: 96.8% zinfandel, 3.2% mixed blacks.",14.8,Ravenswood,134483,Wine,,,,"Ravenswood Old Hill Vineyard Zinfandel, Red Wine, 750 mL bottle",Old Hill Vineyard Zinfandel Wine 750mL,"Ravenswood Old Hill Vineyard Zinfandel, Red Wine - 750mL Bottle",Old Hill Vineyard Zinfandel Red Wine,Old Hill Vineyard Zinfandel Red Wine,750,mL,1,,Bottle,,,,Refined and reserved yet assertive,"Aromas of red fruit, dried flowers, anise, and bramble spice",Aged 19 months in French oak barrels,California’s Sonoma Valley appellation,"Varietal: 96.8% zinfandel, 3.2% mixed blacks","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.27,3.27,12.09,Inches,3.33,Pounds,Ambient: Room Temperature,Shelf Life,912
"Ravenswood Barricia Vineyard Zinfandel, Red Wine, 750 mL Bottle","Ravenswood wines capture the spirit of California’s Sonoma Valley appellation best growing regions and the popular Vintners Blend bottlings sourced from vineyards throughout California. Ravenswood strives to put what is picked from the fields right into the bottle. From Dry Creek, north of Healdsburg to the edge of the bay of the Carneros Valley, founder Joel Peterson has forged strong bonds with a cadre of grape growers who share Ravenswood's commitment and stubborn independence. Aged 19 months in French oak barrels, this zinfandel is a dry, full-bodied, juicy red wine with black cherry, pomegranate, and cocoa. Varietal: 81.3% zinfandel, 18.7% petite sirah.",14.7,Ravenswood,150344,Wine,,,,"Ravenswood Barricia Vineyard Zinfandel, Red Wine, 750 mL bottle",Barricia Vineyard Zinfandel Wine 750mL,"Ravenswood Barricia Vineyard Zinfandel, Red Wine - 750mL Bottle",Barricia Vineyard Zinfandel Red Wine,Barricia Vineyard Zinfandel Red Wine,750,mL,1,,Bottle,,,,"A dry, full-bodied, juicy red wine","Flavors of black cherry, pomegranate, and cocoa",Aged 19 months in French oak barrels,California’s Sonoma Valley appellation,"Varietal: 81.3% zinfandel, 18.7% petite sirah","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.29,3.29,12.19,Inches,3.33,Pounds,Ambient: Room Temperature,Shelf Life,912
"Ravenswood Alexander Valley Big River Vineyard Zinfandel, Red Wine, 750 mL Bottle","Ravenswood wines capture the spirit of California’s Sonoma Valley appellation best growing regions and the popular Vintners Blend bottlings sourced from vineyards throughout California. Ravenswood strives to put what is picked from the fields right into the bottle. From Dry Creek, north of Healdsburg to the edge of the bay of the Carneros Valley, founder Joel Peterson has forged strong bonds with a cadre of grape growers who share Ravenswood's commitment and stubborn independence. This zinfandel  is wonderfully juicy with black, jammy fruit. It almost has a hint of dill, yet filled with jammy and raspberry characteristics, and a spicy, plummy character. Varietal: 100% zinfandel.",15.3,Ravenswood,150346,Wine,,,,"Ravenswood Alexander Valley Big River Vineyard Zinfandel, Red Wine, 750 mL bottle",Big River Vineyard Zinfandel Wine 750mL,"Ravenswood Alexander Valley Big River Vineyard Zinfandel, Red Wine - 750mL Bottle",Alexander Valley Big River Vineyard Zinfandel Red Wine,Alexander Valley Big River Vineyard Zinfandel Red Wine,750,mL,1,,Bottle,,,,"Wonderfully juicy with black, jammy fruit","Hints of dill, jammy and raspberry characteristics, with a spicy plum character",Ravenswood strives to put what is picked from the fields right into the bottle,Alexander Valley appellation,Varietal: 100% zinfandel,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.29,3.29,12.19,Inches,3.33,Pounds,Ambient: Room Temperature,Shelf Life,900
"Ravenswood Lodi Zinfandel, Red Wine, 750 mL Bottle","Ravenswood wines capture the spirit of California’s Sonoma Valley appellation best growing regions and the popular Vintners Blend bottlings sourced from vineyards throughout California. Ravenswood strives to put what is picked from the fields right into the bottle. From Dry Creek, north of Healdsburg to the edge of the bay of the Carneros Valley, founder Joel Peterson has forged strong bonds with a cadre of grape growers who share Ravenswood's commitment and stubborn independence. Aged 18 months in French oak barrels, this zinfandel explodes with blueberries, black plums, vanilla, and cocoa. Lush and mouth filling, with incredibly silky tannins that slide into a long, flavorful finish. Varietal: 82% zinfandel, 17% petite sirah, 1% alicante bouschet.",14.5,Ravenswood,907160,Wine,,,,"Ravenswood Lodi Zinfandel, Red Wine, 750 mL bottle",Zinfandel Wine 750mL,"Ravenswood Lodi Zinfandel, Red Wine - 750mL Bottle",Lodi Zinfandel Red Wine,Lodi Zinfandel Red Wine,750,mL,1,,Bottle,,,,"Explodes with blueberries, black plums, vanilla, and cocoa","Incredibly silky tannins that slide into a long, flavorful finish",Aged 18 months in French oak barrels,Lodi appellation,"Varietal: 82% zinfandel, 17% petite sirah, 1% alicante bouschet","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.26,3.26,11.77,Inches,3.08,Pounds,Ambient: Room Temperature,Shelf Life,912
"Ravenswood Teldeschi Vineyard Zinfandel, Red Wine, 750 mL Bottle","Ravenswood wines capture the spirit of California’s Sonoma Valley appellation best growing regions and the popular Vintners Blend bottlings sourced from vineyards throughout California. Ravenswood strives to put what is picked from the fields right into the bottle. From Dry Creek, north of Healdsburg to the edge of the bay of the Carneros Valley, founder Joel Peterson has forged strong bonds with a cadre of grape growers who share Ravenswood's commitment and stubborn independence. Aged 19 months in French oak barrels, this zinfandel has aromas of blue fruits, blackberry, licorice, dark chocolate, and black pepper. The weight and structure are nothing short of extraordinary. The finish is lengthy and enjoyable. Varietal: 78.2% zinfandel, 15.8% petite sirah, 5% carignane, 1% alicante bouschet.",15.1,Ravenswood,150348,Wine,,,,"Ravenswood Teldeschi Vineyard Zinfandel, Red Wine, 750 mL bottle",Teldeschi Vineyard Zinfandel Wine 750mL,"Ravenswood Teldeschi Vineyard Zinfandel, Red Wine - 750mL Bottle",Teldeschi Vineyard Zinfandel Red Wine,Teldeschi Vineyard Zinfandel Red Wine,750,mL,1,,Bottle,,,,"Aromas of blue fruits, blackberry, licorice, dark chocolate, and black pepper",The weight and structure are nothing short of extraordinary,Aged 19 months in French oak barrels,California’s Sonoma Valley appellation,"Varietal: 78.2% zinfandel, 15.8% petite sirah, 5% carignane, 1% alicante bouschet","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.18,3.18,12.13,Inches,3.37,Pounds,Ambient: Room Temperature,Shelf Life,912
"Ravenswood Napa Valley Dickerson Vineyard Zinfandel, Red Wine, 750 mL Bottle","Ravenswood wines capture the spirit of California’s Sonoma Valley appellation best growing regions and the popular Vintners Blend bottlings sourced from vineyards throughout California. Ravenswood strives to put what is picked from the fields right into the bottle. From Dry Creek, north of Healdsburg to the edge of the bay of the Carneros Valley, founder Joel Peterson has forged strong bonds with a cadre of grape growers who share Ravenswood's commitment and stubborn independence. The Dickerson is a brilliant example of Napa Valley zinfandel with heady aromas of fresh red raspberry, cedar, mint, baking spice, and eucalyptus. There is a ripe, sweet fruit on the mid-palate with precise tannins and mouthwatering acidity. Varietal: 100% zinfandel.",14.3,Ravenswood,150347,Wine,,,,"Ravenswood Napa Valley Dickerson Vineyard Zinfandel, Red Wine, 750 mL bottle",Dickerson Vineyard Zinfandel Wine 750mL,"Ravenswood Napa Valley Dickerson Vineyard Zinfandel, Red Wine - 750mL Bottle",Napa Valley Dickerson Vineyard Zinfandel Red Wine,Napa Valley Dickerson Vineyard Zinfandel Red Wine,750,mL,1,,Bottle,,,,"Heady aromas of fresh red raspberry, cedar, mint, baking spice, and eucalyptus","Ripe, sweet fruit on the mid-palate with precise tannins and mouthwatering acidity",Ravenswood strives to put what is picked from the fields right into the bottle,Napa Valley appellation,Varietal: 100% zinfandel,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.29,3.29,12.19,Inches,3.33,Pounds,Ambient: Room Temperature,Shelf Life,912
"Ravenswood Sonoma County Zinfandel, Red Wine, 750 mL Bottle","Ravenswood wines capture the spirit of California’s Sonoma Valley appellation best growing regions and the popular Vintners Blend bottlings sourced from vineyards throughout California. Ravenswood strives to put what is picked from the fields right into the bottle. From Dry Creek, north of Healdsburg to the edge of the bay of the Carneros Valley, founder Joel Peterson has forged strong bonds with a cadre of grape growers who share Ravenswood's commitment and stubborn independence. Aged 18 months in French oak barrels, this zinfandel is warm and flavorful, enveloping your senses with blueberry, blackberry, natural vanilla, and baking spice flavors. The mouthfeel is elegantly layered and generous. Varietal: 77% zinfandel, 23% petite sirah.",14.5,Ravenswood,136175,Wine,,,,"Ravenswood Sonoma County Zinfandel, Red Wine, 750 mL bottle",Zinfandel Wine 750mL,"Ravenswood Sonoma County Zinfandel, Red Wine - 750mL Bottle",Sonoma County Zinfandel Red Wine,Sonoma County Zinfandel Red Wine,750,mL,1,,Bottle,,,,"Enveloping your senses with blueberry, blackberry, natural vanilla, and baking spice flavors",The mouthfeel is elegantly layered and generous,Aged 18 months in French oak barrels,California appellation,"Varietal: 77% zinfandel, 23% petite sirah","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.26,3.26,11.77,Inches,3.25,Pounds,Ambient: Room Temperature,Shelf Life,730
"Ravenswood Russian River Valley Belloni Vineyard Zinfandel, Red Wine, 750 mL Bottle","Ravenswood wines capture the spirit of California’s Sonoma Valley appellation best growing regions and the popular Vintners Blend bottlings sourced from vineyards throughout California. Ravenswood strives to put what is picked from the fields right into the bottle. From Dry Creek, north of Healdsburg to the edge of the bay of the Carneros Valley, founder Joel Peterson has forged strong bonds with a cadre of grape growers who share Ravenswood's commitment and stubborn independence.This Belloni Vineyard Zinfandel displays dried flowers and perfume with bramble spice and incredible depth of fruit. It has good weight and lively acidity. Varietal: 75% zinfandel, 25% mixed blacks.",14.3,Ravenswood,150345,Wine,,,,"Ravenswood Russian River Valley Belloni Vineyard Zinfandel, Red Wine, 750 mL bottle",Belloni Vineyard Zinfandel Wine 750mL,"Ravenswood Russian River Valley Belloni Vineyard Zinfandel, Red Wine - 750mL Bottle",Russian River Valley Belloni Vineyard Zinfandel Red Wine,Russian River Valley Belloni Vineyard Zinfandel Red Wine,750,mL,1,,Bottle,,,,Displays dried flowers and perfume notes,Hints of bramble spice and incredible depth of fruit,Ravenswood strives to put what is picked from the fields right into the bottle,Russian River Valley appellation,"Varietal: 75% zinfandel, 25% mixed blacks","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.18,3.18,12.13,Inches,3.37,Pounds,Ambient: Room Temperature,Shelf Life,912
"Ravenswood Zen of Zin Zinfandel, Red Wine, 750 mL Bottle","Ravenswood wines capture the spirit of California’s Sonoma Valley appellation best growing regions and the popular Vintners Blend bottlings sourced from vineyards throughout California. Ravenswood strives to put what is picked from the fields right into the bottle. From Dry Creek, north of Healdsburg to the edge of the bay of the Carneros Valley, founder Joel Peterson has forged strong bonds with a cadre of grape growers who share Ravenswood's commitment and stubborn independence. Floral and spice aromas set the stage for lusciously concentrated fruit flavors of blackberry and raspberry that are ignited by notes of plum, coffee, and chocolate in this smooth zinfandel.Vareital: 75% zinfandel, 21% petite sirah, 4% mixed blacks.",13.5,Ravenswood,148170,Wine,,Zen of Zin,,"Ravenswood Zen of Zin Zinfandel, Red Wine, 750 mL bottle",Zen of Zin Zinfandel Wine 750mL,"Ravenswood Zen of Zin Zinfandel, Red Wine - 750mL Bottle",Zen of Zin Zinfandel Red Wine,Zen of Zin Zinfandel Red Wine,750,mL,1,,Bottle,,,,Floral and spice aromas set the stage for lusciously concentrated fruit flavors,"Blackberry and raspberry are ignited by notes of plum, coffee, and chocolate",Ravenswood strives to put what is picked from the fields right into the bottle,California appellation,"Varietal: 75% zinfandel, 21% petite sirah, 4% mixed blacks","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,2.95,2.95,11.88,Inches,2.8,Pounds,Ambient: Room Temperature,Shelf Life,912
"Ravenswood Vintners Blend Shiraz, Red Wine, 750 mL Bottle","Ravenswood wines capture the spirit of California’s Sonoma Valley appellation best growing regions and the popular Vintners Blend bottlings sourced from vineyards throughout California. Ravenswood strives to put what is picked from the fields right into the bottle. From Dry Creek, north of Healdsburg to the edge of the bay of the Carneros Valley, founder Joel Peterson has forged strong bonds with a cadre of grape growers who share Ravenswood's commitment and stubborn independence. Big, bold Vintners Blend wines are crafted for those who refuse to flock to the latest fad. This shiraz is a dry, medium body, juicy red with blackberry, black pepper, and vanilla. Varietal: 100% syrah.",13.5,Ravenswood,147901,Wine,,Vintners Blend,,"Ravenswood Vintners Blend Shiraz, Red Wine, 750 mL bottle",Vintners Blend Shiraz Wine 750mL,"Ravenswood Vintners Blend Shiraz, Red Wine - 750mL Bottle",Vintners Blend Shiraz Red Wine,Vintners Blend Shiraz Red Wine,750,mL,1,,Bottle,,,,"A dry, medium body, juicy red wine","Flavors of blackberry, black pepper, and vanilla",Ravenswood strives to put what is picked from the fields right into the bottle,California appellation,Varietal: 100% syrah,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,2.95,2.95,11.88,Inches,2.8,Pounds,Ambient: Room Temperature,Shelf Life,1400
"Ravenswood Vintners Blend Merlot, Red Wine, 750 mL Bottle","Ravenswood wines capture the spirit of California’s Sonoma Valley appellation best growing regions and the popular Vintners Blend bottlings sourced from vineyards throughout California. Ravenswood strives to put what is picked from the fields right into the bottle. From Dry Creek, north of Healdsburg to the edge of the bay of the Carneros Valley, founder Joel Peterson has forged strong bonds with a cadre of grape growers who share Ravenswood's commitment and stubborn independence. Big, bold Vintners Blend wines are crafted for those who refuse to flock to the latest fad. This merlot is a medium-bodied, dry, juicy red wine with flavors of cherry, plum, and toast. Varietal: 100% merlot.",13.5,Ravenswood,131321,Wine,,Vintners Blend,,"Ravenswood Vintners Blend Merlot, Red Wine, 750 mL bottle",Vintners Blend Merlot Wine 750mL,"Ravenswood Vintners Blend Merlot, Red Wine - 750mL Bottle",Vintners Blend Merlot Red Wine,Vintners Blend Merlot Red Wine,750,mL,1,,Bottle,,,,"A medium-bodied, dry, juicy red wine","Flavors of cherry, plum, and toast",Ravenswood strives to put what is picked from the fields right into the bottle,California appellation,Varietal: 100% merlot,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,2.95,2.95,11.88,Inches,2.8,Pounds,Ambient: Room Temperature,Shelf Life,608
"Ravenswood Pickberry Vineyard Meritage, Red Wine, 750 mL Bottle","Ravenswood wines capture the spirit of California’s Sonoma Valley appellation best growing regions and the popular Vintners Blend bottlings sourced from vineyards throughout California. Ravenswood strives to put what is picked from the fields right into the bottle. From Dry Creek, north of Healdsburg to the edge of the bay of the Carneros Valley, founder Joel Peterson has forged strong bonds with a cadre of grape growers who share Ravenswood's commitment and stubborn independence. Aged 19 months in French oak barrels, this meritage from the Pickberry Vineyard displays aromas of cherry, plum, currant, cigar box, and leather. It is a wonderfully balanced wine with a lingering finish. Varietal: 39.4% cabernet sauvignon, 33.9% merlot, 14.6% malbec, 12.1% petit verdot.",13.9,Ravenswood,155748,Wine,,,,"Ravenswood Pickberry Vineyard Meritage, Red Wine, 750 mL bottle",Pickberry Vineyard Meritage Wine 750mL,"Ravenswood Pickberry Vineyard Meritage, Red Wine - 750mL Bottle",Pickberry Vineyard Meritage Red Wine,Pickberry Vineyard Meritage Red Wine,750,mL,1,,Bottle,,,,"Aromas of cherry, plum, currant, cigar box, and leather",Wonderfully balanced with a lingering finish,Aged 19 months in French oak barrels,California’s Sonoma Valley appellation,"Varietal: 39.4% cabernet sauvignon, 33.9% merlot, 14.6% malbec, 12.1% petit verdot","GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.18,3.18,12.13,Inches,3.33,Pounds,Ambient: Room Temperature,Shelf Life,912
"Ravenswood Vintners Blend Chardonnay, White Wine, 750 mL Bottle","Ravenswood wines capture the spirit of California’s Sonoma Valley appellation best growing regions and the popular Vintners Blend bottlings sourced from vineyards throughout California. Ravenswood strives to put what is picked from the fields right into the bottle. From Dry Creek, north of Healdsburg to the edge of the bay of the Carneros Valley, founder Joel Peterson has forged strong bonds with a cadre of grape growers who share Ravenswood's commitment and stubborn independence. Big, bold Vintners Blend wines are crafted for those who refuse to flock to the latest fad. This chardonnay is a dry, medium body, juicy white with green apple, pear, and vanilla oak spice. Varietal: 100% chardonnay.",13.5,Ravenswood,131312,Wine,,Vintners Blend,,"Ravenswood Vintners Blend Chardonnay, White Wine, 750 mL bottle",Vintners Blend Chardonnay Wine 750mL,"Ravenswood Vintners Blend Chardonnay, White Wine - 750mL Bottle",Vintners Blend Chardonnay White Wine,Vintners Blend Chardonnay White Wine,750,mL,1,,Bottle,,,,"A dry, medium body chardonnay","Flavors of juicy white with green apple, pear, and vanilla oak spice",Ravenswood strives to put what is picked from the fields right into the bottle,California appellation,Varietal: 100% chardonnay,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,California,United States,3.26,3.26,11.77,Inches,2.81,Pounds,Ambient: Room Temperature,Shelf Life,365
"Nobilo Marlborough Sauvignon Blanc, White Wine, 750 mL Bottle","Nobilo vineyards are primarily located in Marlborough, New Zealand appellation. Care has been taken to plant vines in the most welcoming spots with ideal soil ensuring the grapes benefit from the best these wine-growing regions have to offer. Nobilo wines are consistently fresh, bright, and balanced. Each bottle of Nobilo is a promise of New Zealand winemaking at its finest. This sauvignon blanc is vibrant and refreshing with tropical fruit flavors like pineapple, elderflower, cantaloupe, citrus, and herbal notes. Always fresh and crisp. Enjoyable on its own as an apéritif or with lemon herb chicken, summer salads, or lighter seafood dishes. Varietal: 100% sauvignon blanc.",12.5,Nobilo,80009642,Wine,,,,"Nobilo Marlborough Sauvignon Blanc, White Wine, 750 mL bottle",Sauvignon Blanc Wine 750mL,"Nobilo Marlborough Sauvignon Blanc, White Wine - 750mL Bottle",Marlborough Sauvignon Blanc White Wine,Marlborough Sauvignon Blanc White Wine,750,mL,1,,Bottle,,,"Nobilo Sauvignon Blanc white wine is vibrant and refreshing with tropical fruit flavors like pineapple, elderflower, cantaloupe, citrus, and herbal notes. It pairs well with lemon herb chicken.","Flavors of pineapple, elderflower, cantaloupe, citrus","Fresh, bright, balanced, and always crisp","Pairs well with lemon herb chicken, summer salads, or lighter seafood dishes","Marlborough, New Zealand appellation",Varietal: 100% sauvignon blanc,"GOVERNMENT WARNING: (1) According to the Surgeon General, women should not drink alcoholic beverages during pregnancy because of the risk of birth defects. (2) Consumption of alcoholic beverages impairs your ability to drive a car or operate machinery, and may cause health problems.",,false,,New Zealand,New Zealand,3.0,3.0,12.21,Inches,3.0,Pounds,Ambient: Room Temperature,Shelf Life,365
